url,zone,days,total invested,deposits number,TopListPrc,monitors number,design,text,licence,forums,reviews,listings,firstLap,plans
activeskill.cc,cc,53,103713,877,76.92,13,748,234,1,10,0,0,1,1.5
bookmaker-fork.com,com,53,10,1,100,4,7,2,1,0,0,0,1,3
daynoko.com,com,53,10384,50,100,7,0,88,1,9,1,0,1,1.5
usaforexbank.com,com,53,90,5,71.43,7,3,0,0,11,0,0,1,11
cryptomaster.us,us,53,620,6,87.5,8,0,0,0,5,0,0,0,1
ectotrust.com,com,53,44347,358,50,2,0,0,0,0,0,0,0,2.5
cerebro-invest.com,com,53,1841,84,100,7,0,0,0,4,0,0,1,1
hourinc.net,net,52,6252,511,20,5,1,0,1,8,0,198,1,31.92
happyworld.club,club,52,860,10,100,2,0,0,0,2,0,0,0,1
futurerich.biz,biz,52,5310,84,92.31,13,7,2,1,8,2,0,1,14
bitcoinspecialist.net,net,52,7302,99,66.67,15,1,0,1,10,1,0,1,0.5
bitbpro.com,com,52,96183,3653,81.82,33,4,0,1,11,2,0,1,26.4
dubaitrading.biz,biz,52,240,12,80,10,7,39,1,10,0,0,0,3
cryptofutures.cc,cc,52,8032,63,72.73,11,0,0,0,15,6,0,1,3.87
ironbet.biz,biz,52,71,1,100,5,8,0,1,11,1,0,0,1.1
ourbtc.biz,biz,52,20478,1030,88.89,18,13,2,1,16,1,0,1,1.92
bonanza.global,global,52,18954,240,91.67,12,3,3,1,14,4,0,1,2
bitarb.com,com,52,48517,138,100,8,2,0,0,19,9,0,0,1
hour555.com,com,52,1553,150,100,4,0,3,1,4,0,0,1,48
carismo.biz,biz,52,21938,75,50,2,0,0,0,0,0,0,1,3.82
alimpex.io,io,52,4101,104,50,4,0,0,0,4,0,0,1,4.08
fin-pro.biz,biz,52,8666,307,66.67,3,0,0,0,4,0,0,1,4
bitchampion.biz,biz,51,4570,90,20,10,0,5,1,13,0,214,1,2
chaseprofits.com,com,51,2285,73,37.5,8,1,3,1,14,0,552,1,6
vmoneys.com,com,51,25759,1718,33.33,9,1,0,1,14,1,138,1,24
zooks.family,family,51,9210,79,50,14,0,0,1,12,11,80,1,1
bit-spectra.biz,biz,51,4023,33,46.15,13,6,1,1,5,3,0,1,2
coingains.biz,biz,51,2399,198,100,12,11,21,1,7,1,0,1,8.4
elitex.pro,pro,51,1915,47,85.71,14,0,0,1,18,5,0,0,2
latypay.com-L500005,com-L500005,51,4721,61,50,4,3,1,0,0,4,0,1,48
king-generation.com,com,51,8029,436,100,8,4,0,1,5,0,0,1,1.6
stockfund.co,co,51,23213,342,100,4,742,0,1,15,0,0,1,1
bluestonecapital.ltd,ltd,51,4493,167,70,10,284,98,1,11,1,0,1,1
rostcapital.com,com,51,1205,9,83.33,6,0,0,0,2,4,0,1,10
capitive.biz,biz,51,23014,363,76.92,13,0,3,1,13,2,0,1,3
cryptosecret.biz,biz,51,3481,244,100,12,5,1,1,7,0,0,1,19.2
bitbonum.net,net,51,6708,183,84.62,13,28,3,1,10,1,0,1,12.96
castlehawk.biz,biz,51,3938,251,84.62,13,1,15,1,10,2,0,1,2.14
trade-automations.com,com,51,375,10,100,1,0,0,0,3,0,0,0,1
bounty4u.net,net,51,1405,35,100,2,0,0,0,8,2,0,1,17.6
bitcandc.com,com,51,533,38,100,2,3,1,1,9,0,0,1,9.33
bitosec.com,com,51,35431,1626,80,10,10,1,1,3,0,0,1,50
kingsmarque.biz,biz,51,1676,153,80,5,2,0,0,4,0,0,1,2
coinify.pro,pro,51,1244,8,100,1,0,0,0,0,0,0,1,3.6
supercharged.ltd,ltd,51,12064,207,100,2,0,0,0,2,0,0,0,0.3
instantpaid.biz,biz,51,34135,2100,50,2,0,0,0,5,0,0,1,35.76
cklcapital.co,co,51,7554,158,80,5,0,0,0,6,0,0,1,40
exclusivetrader.biz,biz,51,2053,36,100,6,0,0,0,9,0,0,1,18
hourtrend.biz,biz,50,26483,1337,25,4,0,0,1,15,0,32,1,31.2
nodemart.io,io,50,688,1,33.33,3,0,1,0,11,2,230,1,1.07
multishares.cc,cc,50,13262,300,30.43,23,2,0,1,13,6,1,1,3
smart-resell.com,com,50,2187,18,66.67,3,0,0,0,7,4,0,1,0.9
justearnit.monster,monster,50,20545,251,21.43,14,1,0,0,12,3,202,1,5
richtraders.group,group,50,3222,36,62.5,8,6,2,1,3,1,1,1,3.6
reforex.net,net,50,585,12,60,5,755,506,1,5,0,0,0,2.1
lium-liberta.com,com,50,3873,77,92.31,13,0,0,0,10,4,0,0,2.3
megapawnshop.com,com,50,21624,78,60.71,28,0,0,1,11,19,0,1,10
bet-global.biz,biz,50,1659,29,80,5,752,377,1,2,0,0,1,1.4
cryptodon.company,company,50,460,15,76.92,13,1,5,1,17,3,0,1,7
fxgeneration.cc,cc,50,1916,28,100,2,704,0,1,12,0,0,1,0.8
arzol.biz,biz,50,8715,944,92.31,13,0,3,1,12,0,0,0,2
bitmexpro.com,com,50,5855,56,75,8,757,57,1,14,0,0,0,2.2
bitonova.com,com,50,23194,243,69.23,13,21,6,1,15,0,0,1,150
traderix.com,com,50,25379,942,75,16,9,0,1,5,0,0,1,24
arbitcoins.net,net,50,3769,338,83.33,6,0,0,0,2,0,0,1,37.92
idea4money.com,com,50,2460,86,100,1,0,0,0,0,0,0,1,2.1
cryptounity.biz,biz,50,59751,1641,78.57,14,0,0,0,8,0,0,1,1.5
vimerta.com,com,50,2522,58,100,2,0,0,0,5,0,0,0,1.1
btchain.io,io,50,3231,13,100,1,0,0,0,0,0,0,1,3.36
auro-invest.club,club,50,165,13,100,2,29,1,0,0,0,0,1,7
88coins.biz,biz,49,33010,1397,3.33,30,0,0,1,19,1,462,1,28.32
keychainglobal.com,com,49,1873,14,83.33,6,2,0,1,15,2,1,1,0.6
cryptonis.io,io,49,9995,134,82.35,17,7,2,1,17,1,0,1,11
whalesclub.io,io,49,31985,117,67.86,28,0,0,1,6,16,0,1,3.57
crocus.us,us,49,20,1,100,2,0,0,1,8,0,0,0,1.7
24paygold.com,com,49,30259,1340,75,28,15,3,1,14,1,34,1,25.92
fastgrowingfund.com,com,49,30038,305,81.82,11,0,1,1,17,0,49,1,1.5
investwith.win,win,49,67403,775,90,10,604,285,1,6,0,0,1,1.6
bip-financialfreedom.global,global,49,4740,69,100,10,7,13,1,13,2,0,1,5
cryptomain.biz,biz,49,6561,144,76.92,13,0,0,1,16,13,0,0,3
timemoney.gold,gold,49,34,5,100,3,2,0,0,7,0,0,1,1.2
capital-times.net,net,49,1655,10,100,2,3,1,0,9,0,0,1,5
joer.biz,biz,49,1536,94,100,5,3,1,1,0,0,0,1,96
partisan.capital,capital,49,73893,881,66.67,6,724,0,0,4,0,0,1,7
globe-invest.online,online,49,20,1,100,2,0,0,0,2,0,0,1,3.75
blissforex.com,com,49,30,3,100,1,0,0,0,0,0,0,1,1
fobbus.biz,biz,49,555,37,100,1,0,0,0,0,0,0,1,12
world-dicur.io,io,48,719,51,37.5,8,5,5,1,19,6,1,1,2.1
traders.center,center,48,28519,563,0,6,0,0,1,19,2,333,1,1.5
streambit.biz,biz,48,133638,2430,40.54,37,5,0,1,22,10,667,1,4
onlineprofit.club,club,48,23191,412,84.62,13,1,41,1,15,0,0,1,4
elsa.fund,fund,48,1917,58,75,12,0,0,1,13,7,0,1,5
dialloholdings.info,info,48,3684,145,100,10,0,0,1,11,0,0,1,1
bitcorefunds.com,com,48,12417,191,83.33,18,0,0,1,16,3,0,1,11
cryptopumps.group,group,48,6560,150,75,20,0,0,1,13,13,0,1,2
nexrevolt.com,com,48,2402,30,100,5,0,10,1,7,1,0,1,50
usdinstant.biz,biz,48,404,27,75,8,12,0,1,1,0,0,1,25.92
clevernesscapital.com,com,48,4590,51,84.62,13,748,184,1,13,0,0,0,2.1
omniprofitablefund.com,com,48,8914,424,100,3,749,160,1,4,0,0,1,1.5
reliantfund.com,com,48,2326,51,100,5,749,166,1,10,1,0,0,2
bitgainex.com,com,48,2932,42,83.33,12,0,0,0,17,1,0,0,57
deutschholdings.group,group,48,2010,46,72.73,11,13,0,1,10,0,0,1,2.2
realstate.top,top,48,50,1,100,1,0,0,0,9,0,0,1,21
titanfunds.co,co,48,1170,28,100,3,756,83,1,10,0,0,1,1
inarix.net,net,48,8814,289,100,7,755,77,1,11,4,0,1,1.5
hourlypay.biz,biz,48,358,34,86.67,15,9,5,1,17,0,0,1,24
azurehashmining.com,com,48,691,4,100,1,0,2,1,0,0,0,1,3.84
spaceinv.biz,biz,48,5486,348,100,5,14,0,1,3,0,0,1,21.6
tcc-company.global,global,48,10487,250,100,2,3,0,1,6,0,0,1,2.1
sensation7.cc,cc,48,4481,81,66.67,3,0,0,0,3,0,0,1,12
icicibank.ml,ml,48,120,14,100,1,0,0,0,4,0,0,1,97.2
kingbear.biz,biz,48,39757,1110,75,4,0,0,0,0,0,0,1,1
goproject.biz,biz,48,10375,224,100,4,0,0,0,4,0,0,1,19
financeline.biz,biz,48,5464,218,50,2,0,0,0,4,0,0,1,1.7
bitrush.org,org,48,1626,29,100,2,0,0,0,0,0,0,1,3.12
bitures.biz,biz,47,15245,566,25,16,0,0,1,23,7,1,1,4
stablecryptocapital.com,com,47,68818,1520,17.14,35,0,0,1,24,10,738,1,4
e-technology.cc,cc,47,3764,49,63.64,11,0,0,1,5,6,50,1,5.45
totalfund.biz,biz,47,38365,512,23.53,34,2,0,1,20,5,934,1,2.2
capital-betting.com,com,47,100,1,100,4,1,0,1,5,3,0,1,5
mph-one.com,com,47,14330,119,82.76,29,0,0,1,19,12,0,0,1
investback.biz,biz,47,770,14,66.67,3,0,0,1,0,0,0,0,1.05
sportstraders.cc,cc,47,40,2,100,9,721,181,1,16,2,0,1,1.3
inv4pro.biz,biz,47,17851,159,100,3,749,175,1,10,0,0,1,4.21
aerobit.io,io,47,12433,179,87.5,16,2,0,1,17,3,0,1,5
paqtrade.com,com,47,40,4,100,4,4,0,1,12,0,0,1,6
twinwave.biz,biz,47,38082,441,85.71,7,755,140,1,7,1,0,1,51.12
crypmix.com,com,47,5673,305,90,10,2,4,1,7,0,0,1,19.2
proven-profits.co,co,47,721430,5241,92.31,13,0,0,1,18,1,0,1,20
tenbroker.club,club,47,350,4,100,2,0,0,0,9,0,0,1,14
avani.space,space,47,1725,34,83.33,6,0,0,0,5,0,0,1,6.3
AlgoProfit.com,com,47,147523,454,100,3,1,0,0,2,1,0,1,2.7
greenforex.biz,biz,47,28032,753,100,5,0,0,1,4,0,0,1,3
preston-union.com,com,47,80,8,100,3,0,0,0,4,0,0,0,1
aurum7.top,top,47,40339,504,80,5,0,0,0,4,0,0,1,5
legend-investment.com,com,47,8479,202,100,3,0,0,0,9,0,0,1,1
astrix.top,top,46,6995,50,0,7,0,0,0,10,3,162,1,2.2
viadoge.com,com,46,1200,2,33.33,3,6,0,0,0,1,0,1,3.6
bitmints.biz,biz,46,2534,213,87.5,16,5,0,1,9,0,0,1,33.6
freedomind.org,org,46,1055,39,75,4,0,0,1,12,2,0,1,9
coinext.biz,biz,46,8764,300,78.57,14,4,1,1,11,3,0,1,10
luminex.biz,biz,46,2657,20,100,9,2,0,1,10,2,0,0,1.5
fitch.capital,capital,46,3370,64,81.82,11,1,0,0,11,5,0,0,0.65
hourforever.com,com,46,22072,1081,100,13,37,73,1,11,1,0,1,8.4
smart-contracts.ws,ws,46,5936,152,87.5,8,748,0,1,7,1,0,1,1
genuineheart.net,net,46,152,3,100,3,15,0,1,3,0,0,0,1.5
normalizecoins.com,com,46,68157,2662,80,25,1,0,1,15,0,0,1,28.8
qwy.li,li,46,38612,322,100,6,751,158,1,9,0,0,1,1.5
tradinglimited.us,us,46,511,16,80,5,0,0,0,6,0,0,1,2
hourlydo.com,com,46,2955,208,100,7,3,46,1,1,0,0,1,3.33
corpunion.city,city,46,2385,45,100,1,759,5,1,0,0,0,1,5
coffee-trade.biz,biz,46,15699,221,75,4,1,0,1,4,0,0,1,1.2
kaydexon-bank.com,com,46,926,43,100,2,4,0,1,2,1,0,0,1.9
lotusventure.biz,biz,46,7354,182,100,5,759,0,1,2,0,0,1,1.2
radicalbitcoin.net,net,46,204,4,100,1,0,0,0,3,0,0,1,4
infinallian.biz,biz,46,38084,863,71.43,7,0,0,0,4,1,0,1,40
harvesttown.cc,cc,46,10091,271,100,2,0,0,0,3,0,0,1,40
invotrade.cc,cc,46,26806,482,100,1,0,0,0,3,0,0,1,1
lasvegasincome.com,com,46,8343,473,84.62,13,0,0,0,8,0,0,1,24
lisinux.top,top,46,1371,59,100,2,0,0,0,4,0,0,1,0.8
newage-bank.com,com,46,49237,191,100,1,0,0,0,0,0,0,1,100
frescofinance.com,com,46,50,4,100,1,0,0,0,0,0,0,1,6.5
anterius.net,net,45,31223,1072,19.05,42,0,20,1,32,20,3,0,4
sequelon.biz,biz,45,35477,798,82.61,23,0,0,1,17,2,10,1,3
the-gucci.com,com,45,720,5,71.43,7,4,0,1,8,6,0,0,100
83bit.io,io,45,2841,34,100,8,10,38,0,5,0,0,0,2.75
topbitcapital.com,com,45,11505,138,87.5,8,0,0,1,4,1,0,1,4.08
reflexion.ltd,ltd,45,9570,49,100,6,753,529,1,4,1,0,1,3
coinsgo.biz,biz,45,3344,254,100,11,2,0,1,6,0,0,1,7.2
fx-capital.club,club,45,3114,65,100,3,757,507,1,0,0,0,1,34.56
profitlucky.com,com,45,7131,67,100,12,16,48,1,8,2,0,1,9.29
valuedawn.com,com,45,67975,181,59.26,27,0,0,0,12,14,0,1,5
paocard.com,com,45,58412,162,71.43,28,1,0,0,6,10,0,0,2.1
trigon-agro.co,co,45,1452,76,100,1,676,293,1,1,0,0,1,1.2
jointcounter.bid,bid,45,26431,489,73.68,19,750,178,1,12,1,0,1,1.5
uhourly.com,com,45,8162,416,91.67,12,9,1,1,5,0,0,1,96
btc-farm.com,com,45,1771,27,83.33,12,0,0,0,13,1,0,0,2
rosevalley.cf,cf,45,173,7,100,1,0,0,0,0,0,0,1,55.2
thehighstreetinvestment.net,net,45,491,34,100,2,0,0,0,0,0,0,1,35.52
ganpart.com,com,45,3075,62,0,1,0,0,0,0,0,0,1,27
maginvest.co,co,45,2799,25,100,3,0,0,0,9,0,0,0,0.75
arbitrade.pro,pro,44,486,8,0,3,2,0,0,0,2,159,1,25.21
glascapitalinc.com,com,44,515,15,100,9,1,0,1,15,1,0,1,0.6
trade-brokers.net,net,44,8952,105,100,4,753,535,1,1,0,0,1,1.5
midlucky.com,com,44,2465,39,100,5,748,351,1,0,2,0,1,2
crynomore.net,net,44,835,37,100,6,4,2,1,3,0,0,1,17.86
river-flow.biz,biz,44,47798,955,88.89,9,1,0,1,7,2,0,1,30
365hourly.com,com,44,38795,1148,86.36,22,0,135,1,18,2,0,1,18.48
procapitus.biz,biz,44,5483,418,90.91,11,0,7,1,11,0,0,0,1.43
nmgroup.hk,hk,44,200,1,100,3,0,0,0,3,1,0,0,0.55
machotrader.com,com,44,13138,73,66.67,3,0,0,0,0,0,0,1,7.5
cypiocredit.com,com,44,4881,106,100,1,0,0,0,3,0,0,1,2.1
billionaireprofit.com,com,44,410,19,83.33,12,0,0,0,12,0,0,1,2
cryptogrand.com,com,44,3845,105,80,10,0,0,0,8,0,0,1,12
get-hour.com,com,43,6868,427,11.76,17,0,0,1,16,3,345,1,29.76
ai-trader.org,org,43,39314,79,27.27,11,0,0,0,13,6,844,1,1
exotika.io,io,43,490,18,50,2,758,587,1,1,0,49,1,6
kitty-boom.com,com,43,102,20,60,10,0,0,1,2,5,49,1,11
alt-universe.pro,pro,43,2949,78,37.5,8,0,0,1,7,3,154,1,2.2
bitradeo.com,com,43,1669,6,100,3,1,3,0,3,0,0,1,5.88
ultimate-margin.com,com,43,4762,66,60,15,3,3,1,15,4,0,1,2
latypay.com-L700007,com-L700007,43,4721,61,60,5,3,3,0,0,4,0,1,15
bravex.top,top,43,150,2,100,2,751,117,1,9,0,0,1,0.7
highyieldinvestmentprogram.biz,biz,43,212,13,76.92,13,751,509,1,9,0,0,1,2.1
cryptontrade.net,net,43,1130,7,100,1,0,7,1,1,0,0,0,5
maxi-bit.com,com,43,7055,85,60.71,28,11,0,0,11,17,99,0,3.3
vioxofinance.com,com,43,5419,60,83.33,6,748,316,1,3,0,0,1,0.5
fxraise.com,com,43,11203,211,75,20,0,0,1,7,10,0,1,2
fundstonetrade.com,com,43,261641,1695,90,10,749,261,1,3,1,0,1,3
tokenlogic.co,co,43,20553,41,82.35,17,0,1,1,4,7,0,0,3
trustprofit.bid,bid,43,90,4,100,2,748,191,1,10,0,0,1,1.15
exgains.com,com,43,1100,12,100,8,10,5,1,16,0,0,1,1
giotrade.cc,cc,43,95885,816,100,6,750,172,1,9,0,0,1,97.44
bitcrich.com,com,43,18742,335,100,4,724,81,1,10,0,0,1,1.5
interglobal.club,club,43,10,1,100,1,0,0,0,1,0,0,0,2.5
tradebot.me,me,43,85,1,100,2,1,0,1,18,0,0,1,5
monex-capital.com,com,43,10,1,100,1,0,0,1,0,0,0,1,2
bitquant.xyz,xyz,43,5879,279,83.33,6,0,0,0,10,0,0,1,36
tradex.top,top,43,12526,229,66.67,3,0,0,0,3,0,0,1,2
investmenteye.net,net,43,10,1,100,3,0,0,0,2,0,0,0,1
skynetsystems.ltd,ltd,43,9173,102,100,2,0,0,0,3,0,0,0,2.5
oscarbit.com,com,43,11694,119,84.62,13,0,0,0,9,0,0,1,5
royal-coins.com,com,43,1873,111,100,6,0,0,0,4,0,0,1,36
bitways.biz,biz,43,207,3,100,2,0,0,0,0,0,0,1,7.99
asiapacificgasoil.com,com,43,1193,46,85.71,7,0,0,0,6,0,0,0,3
runalinx.org,org,43,12352,88,100,2,0,0,0,0,0,0,0,3
coincash.biz,biz,43,280,7,100,2,0,0,0,0,0,0,0,3.12
bitzilla.io,io,43,1078,15,100,2,0,0,1,0,0,0,1,3.84
bith.io,io,43,2396,38,100,2,0,0,0,0,0,0,1,3.6
legend-birds.com,com,43,30,4,100,1,0,0,0,0,0,0,0,2
arkinv.company,company,43,104,4,100,1,0,0,0,0,0,0,0,0.5
stability-tower.com,com,42,200,2,0,9,25,35,1,17,1,10,1,15
cryptonizer.cc,cc,42,1192,74,15.79,19,3,2,1,32,2,697,1,1.44
capwardbull.com,com,42,13019,84,47.06,17,0,0,1,11,6,2,1,5
coinrun.com,com,42,8471,127,63.64,11,1,0,0,2,4,114,1,2
miningeco.com,com,42,3104,33,91.67,12,2,4,1,6,2,0,0,2.5
qoptagroup.com,com,42,41296,122,80,15,1,0,0,5,6,0,1,1.2
btchour.biz,biz,42,1803,146,100,10,4,0,1,8,0,0,1,7.2
coinspid.com,com,42,4568,369,100,12,55,21,1,6,1,0,1,7.2
profitex.club,club,42,52469,736,84.62,13,0,0,0,6,2,0,1,1.75
enzoinvest.com,com,42,1111,100,100,1,750,492,1,4,0,0,1,1
binghours.com,com,42,68345,3171,93.33,15,16,2,1,9,1,0,1,26.16
bettr.cc,cc,42,274,9,100,2,1,0,0,7,0,0,1,7.5
fortunext.net,net,42,288644,2156,92.59,27,0,0,1,19,1,0,1,1.25
pokecoin.online,online,42,3382,71,100,6,43,32,1,10,1,0,1,24.96
hourcycles.com,com,42,46883,1936,80,20,2,17,1,8,2,0,1,25.92
anrom.trade,trade,42,68750,1036,100,7,758,0,1,19,0,0,1,2
icohourly.com,com,42,4607,302,100,8,13,4,1,8,0,0,1,45.12
nobleddos.com,com,42,77887,472,83.33,18,1,0,1,5,0,0,1,4.5
bestinvestments.group,group,42,2561,75,88.89,18,0,0,0,8,0,0,1,12
baytree-engineering.com,com,42,2223,84,100,1,0,0,0,3,0,0,1,20.64
algocoins.net,net,42,4764,332,85.71,7,0,0,1,7,0,0,1,36
royal-bet.org,org,42,1270,60,66.67,3,0,0,0,0,0,0,1,7
uniontrade.net,net,42,2656,87,75,4,0,0,0,0,0,0,0,2
aihourcoins.com,com,41,49632,3836,4.76,21,3,0,1,17,2,359,1,35.04
mateinvest.com,com,41,19629,88,17.39,23,0,0,0,19,2,164,1,3
usdsolve.com,com,41,886,21,50,10,17,0,1,12,6,170,1,5
sanaata.com,com,41,10138,122,72.22,18,754,542,1,6,5,0,1,2.1
crypton.limited,limited,41,2680,24,50,2,0,2,0,0,0,0,1,31.2
hourlybase.com,com,41,9783,761,100,11,3,2,1,7,1,0,1,7.2
exprobit.biz,biz,41,12644,477,75,16,0,0,1,6,1,0,1,2.5
maxipaid.biz,biz,41,23312,356,78.26,23,1,0,1,10,1,0,1,4
antiques-plus.com,com,41,500,12,33.33,3,4,0,1,1,3,0,1,1.1
profitowls.cc,cc,41,2846,26,85.71,7,0,0,0,5,3,0,0,1
pro-fitshop.com,com,41,297,33,60,5,0,0,1,1,1,0,1,1
automaticbitcome.com,com,41,669,8,100,1,0,0,1,4,0,0,0,5.04
ellaos.com,com,41,55163,550,77.14,35,2,0,0,19,19,0,1,15
bitarc.biz,biz,41,6473,131,84.62,13,3,0,1,7,4,0,1,5
trade-haven.biz,biz,41,3314,264,66.67,3,1,0,1,2,0,0,1,2
scrooge.ventures,ventures,41,2613,45,100,7,0,0,1,10,1,0,0,4.25
estatein.io,io,41,6905,48,83.33,6,1,0,1,18,1,0,1,1
nordshipping.com,com,41,9174,177,88.89,9,757,0,1,10,0,0,1,0.55
hourinstant.com,com,41,48163,2276,75,12,20,0,1,16,0,0,1,35.76
hourlyinc.com,com,41,30926,1443,66.67,12,1,0,1,13,0,0,1,26.4
crypticbrokers.com,com,41,1030,22,66.67,3,2,0,1,4,0,0,1,4.7
bitellion.com,com,41,4475,43,76.19,21,13,0,1,12,0,0,0,3
invest-vision.net,net,41,31493,386,100,4,0,0,0,4,1,0,0,1.5
bittradeuk.com,com,41,3571,167,100,1,0,0,0,3,0,0,1,98.4
zalmant.com,com,41,430,35,100,1,0,0,0,3,0,0,1,74.4
en.idea4money.com,idea4money,41,70,3,66.67,3,0,0,0,7,0,0,1,2.1
leaderbit.biz,biz,41,1380,32,100,2,0,0,0,0,0,0,1,12
euroinsider.cc,cc,41,21780,166,75,4,0,0,0,0,0,0,0,2
calvaryfinance.com,com,41,240,12,80,10,0,0,0,6,0,0,0,3
laxaplus.com,com,41,59144,2329,100,2,0,0,0,4,0,0,1,4.25
proinvest.io,io,41,9655,478,100,2,0,0,0,4,0,0,1,2.4
trident.live,live,41,90,2,100,1,0,0,0,0,0,0,0,1.5
tradelinkcapital.co,co,40,1513,5,100,1,5,5,1,3,0,0,1,2.1
24paycoin.com,com,40,7752,486,34.48,29,14,0,1,18,4,225,1,25.92
jynxtrade.com,com,40,300,17,100,5,5,0,1,1,1,0,0,3.5
bitwiden.biz,biz,40,4818,378,100,10,3,18,1,6,0,0,1,7.2
randomprofit.biz,biz,40,3528,50,100,10,0,1,1,9,0,0,1,0.5
echocapital.biz,biz,40,1012,21,100,6,749,170,1,5,0,0,1,4
bitways.io,io,40,15663,705,72.73,11,7,55,1,10,2,0,1,24
rizett.com,com,40,6358,139,100,12,4,1,1,7,0,0,1,1.5
perfect-capital.biz,biz,40,618,17,100,3,687,151,1,12,1,0,0,2.1
fovarex.com,com,40,1021,32,83.33,6,752,168,1,9,0,0,1,1.5
yumburger.fun,fun,40,3700,62,100,7,754,124,1,12,0,0,1,2.1
betandearn.biz,biz,40,77681,1675,75,16,13,0,1,17,2,0,1,777
hourlystars.com,com,40,1229,91,100,7,17,0,1,3,0,0,1,72
bitroxa.com,com,40,3726,129,100,1,0,0,0,4,0,0,1,10.08
cryptocastle.trade,trade,40,1685,55,100,2,0,0,0,5,0,0,1,2.1
oceansbit.co,co,40,5157,24,75,4,0,0,0,4,0,0,1,6
partydice.co,co,40,70,7,100,1,0,0,0,0,0,0,1,4
tvorim-dobro.cc,cc,40,68234,412,100,4,0,0,0,9,0,0,1,4.44
