url,zone,days,total invested,deposits number,TopListPrc,monitors number,design,text,licence,forums,reviews,listings,firstLap,plans
sansara.cc,cc,96,-1,-1,0,1,0,2,1,0,1,0,0,1
highrealtrade.com,com,96,-1,-1,100,1,5,0,1,12,1,0,0,2.2
legacy-platform.ru,ru,96,-1,-1,-1,-1,0,0,0,1,1,-1,0,0.6
profittarget.online,online,96,-1,-1,-1,-1,749,275,1,5,0,-1,0,1
capitalant.biz,biz,96,-1,-1,100,3,0,0,1,0,3,0,-1,0.8
multiplybits.club,club,96,-1,-1,-1,-1,8,1,0,0,0,-1,1,40
alpha-earning.com,com,96,-1,-1,100,1,53,5,1,0,0,0,1,140
destinycorp.me,me,95,26798,534,84.62,13,1,0,0,2,4,0,1,2
profitmore.biz,biz,95,15347,266,72.73,11,6,0,0,3,0,0,1,2.1
ztrade.info,info,95,7151,49,72.73,22,1,0,0,10,14,0,-1,0.89
larbitrage.com,com,95,3088,51,100,8,749,350,1,19,1,0,1,1.5
arena-game.store,store,95,-1,-1,0,1,0,0,0,2,1,0,1,1.92
tron-connect.com,com,95,-1,-1,57.14,7,0,0,1,3,8,30,0,1
over-incomebot.com,com,95,-1,-1,0,1,0,0,0,2,0,0,0,3.3
crypto-life.club,club,95,-1,-1,0,1,0,0,0,2,0,0,1,1.5
fxmart.net,net,95,-1,-1,50,2,1,0,0,1,0,0,-1,5
instacoins.club,club,95,-1,-1,-1,-1,156,5,1,0,0,-1,-1,15
strong-deposit.com,com,95,-1,-1,100,1,17,1,1,0,0,0,1,45
bestcryptotrade.com,com,95,-1,-1,100,2,3,0,0,0,0,0,1,1
bit-saga.com,com,95,-1,-1,100,2,0,0,1,3,0,0,-1,0.36
reelwa.com,com,95,-1,-1,100,2,0,0,0,0,0,0,-1,4
trustybtc.com,com,95,-1,-1,100,2,0,0,0,0,0,0,1,200
kingtrades.biz,biz,94,13551,170,84.62,13,749,325,1,10,1,0,1,2.1
enjoyield.com,com,94,2079,113,81.82,11,753,488,1,13,1,0,1,1.5
asic-generation.com,com,94,1445,40,100,1,0,0,0,3,0,0,1,50
nexinvex.io,io,94,1429,31,76.19,21,1,0,1,16,5,0,1,3
bordeauxholdings.co.uk,co,94,1000,5,33.33,3,0,0,1,2,1,2,1,1.1
bitek.io,io,94,761,24,33.33,3,5,0,1,2,2,0,1,23
cloudmy.cc,cc,94,316,9,100,4,0,0,0,1,0,0,-1,2
superhyip.xyz,xyz,94,-1,-1,40,5,2,23,1,3,0,0,1,0.3
rapid-bitcoin.com,com,94,-1,-1,100,1,57,1,1,0,0,0,1,50
cryptoteam.cc,cc,94,-1,-1,100,2,0,0,0,0,0,0,1,250
akarid.com,com,94,-1,-1,100,4,0,0,0,0,0,0,1,2
bit-reliability.com,com,93,315147,4175,77.27,22,1,0,1,8,6,0,-1,0.43
etalon-trade.com,com,93,207510,3701,85.71,14,0,0,0,5,0,0,1,1.7
solidtradergroup.online,online,93,48694,568,100,5,756,33,1,9,0,0,-1,4.29
agrarian-benefit.com,com,93,46068,999,100,4,0,0,0,6,0,0,1,9
realestatemarkets.net,net,93,25992,570,77.78,9,741,0,1,4,1,0,1,0.7
integratrade.biz,biz,93,14988,178,80,25,0,0,1,13,5,19,1,1.43
first-trading.org,org,93,5891,97,66.67,9,0,0,1,12,4,0,0,0.67
forzet.biz,biz,93,5427,88,100,8,747,173,1,10,2,0,1,2.1
eudamonlimited.com,com,93,1044,29,100,1,0,0,0,4,0,0,1,11
xoho.club,club,93,1004,65,100,4,0,0,0,0,0,0,1,4.11
quickearns.com,com,93,484,41,100,1,0,0,0,0,0,0,-1,-1
forkwin.com,com,93,255,3,100,2,0,0,0,0,0,0,-1,0.8
fxartinvest.com,com,93,-1,-1,100,1,0,1,0,0,3,0,0,0.7
rapidbtc.io,io,93,-1,-1,-1,-1,0,4,1,1,0,-1,1,4.08
app.blockforexbank.com,blockforexbank,93,-1,-1,100,1,0,0,0,0,0,0,0,0.33
profit-pack.com,com,93,-1,-1,100,1,8,0,1,0,0,0,1,85
cryptobitcoin.cc,cc,93,-1,-1,100,1,14,0,1,0,0,0,1,800
wealthandromance.com,com,93,-1,-1,100,5,0,0,0,0,0,0,-1,1
btraders.me,me,92,38925,457,81.48,27,0,0,1,15,9,0,1,5
instantcryptopayments.com,com,92,36500,1173,83.33,6,0,0,0,8,0,0,1,2.1
atlantistrade.biz,biz,92,33923,507,83.33,12,13,0,1,5,1,0,1,3
geniuswallet.net,net,92,31104,517,100,2,0,0,0,5,0,0,1,2
coinkeeper.io,io,92,11236,20,42.86,7,0,0,1,2,6,0,-1,1.5
withdraweasy.com,com,92,6279,478,87.5,8,0,0,0,0,0,0,1,25.92
whitehouseinv.com,com,92,5112,336,100,1,0,0,0,3,0,0,1,18
crypnode.io,io,92,4172,39,66.67,18,0,0,0,17,10,0,-1,0.5
successfulinvest.com,com,92,3931,50,76.19,21,4,0,1,16,1,0,1,2.5
cryptoghost.biz,biz,92,2844,77,100,5,742,148,1,7,0,0,1,1
bankaero.biz,biz,92,2076,45,100,3,749,180,1,9,0,0,1,1.3
claymer.biz,biz,92,1384,14,91.67,24,1,0,1,9,3,10,-1,3
limpay.net,net,92,339,5,100,2,0,0,0,1,0,0,-1,2
cryptomines.net,net,92,85,3,50,4,0,0,0,0,0,0,1,30
sevenbits.ltd,ltd,92,70,5,20,10,1,35,1,12,1,173,1,1.5
libexpro.com,com,92,-1,-1,0,1,0,0,0,0,0,25,1,8
cryptomining.vip,vip,92,-1,-1,-1,-1,1,0,1,3,1,-1,0,777
monetacar.com,com,92,-1,-1,100,1,0,1,0,2,1,0,-1,0.5
moneroworldminer.com,com,92,-1,-1,-1,-1,2,0,0,2,0,-1,1,55
regalminer.com,com,92,-1,-1,100,1,0,0,0,0,0,0,0,1
strongpays.icu,icu,92,-1,-1,100,1,147,18,1,0,0,0,1,116
veriafinance.trade,trade,92,-1,-1,100,1,234,64,1,0,0,0,1,128
investplus25.com,com,92,-1,-1,100,2,0,1,1,0,0,0,0,2.86
rock-income.com,com,92,-1,-1,100,1,28,1,1,0,0,0,1,120
vibocapital.com,com,92,-1,-1,100,1,0,0,0,0,0,0,-1,10
cashinhand.biz,biz,91,36749,2232,87.5,16,0,0,0,11,0,0,1,2
x-binary.com,com,91,11946,192,84.62,13,0,0,0,4,0,0,-1,2
index-capital.biz,biz,91,10558,314,100,5,749,235,1,10,0,0,1,2.1
crpcurrency.com,com,91,9898,183,68.75,16,754,0,1,13,3,0,-1,0.37
greatinvest.biz,biz,91,4722,94,100,8,756,111,1,10,1,0,1,2.1
shakewise.biz,biz,91,1720,10,90.91,11,2,0,1,8,0,0,1,3
fp-stable.biz,biz,91,1690,12,100,2,650,421,1,0,0,0,1,2
bitplanex.com,com,91,100,3,100,6,9,23,1,5,0,0,1,48
questablock.com,com,91,-1,-1,-1,-1,5,16,0,5,0,-1,1,6
vestmaker.com,com,91,-1,-1,100,1,2,0,1,2,0,0,1,2.5
capper-club.com,com,91,-1,-1,100,1,8,0,0,0,1,0,1,15
bitbotpro.net,net,91,-1,-1,75,4,1,2,1,0,0,0,1,0.3
btcinvestments.org,org,91,-1,-1,100,2,0,0,0,0,0,0,-1,-1
sportinvest.me,me,91,-1,-1,100,1,0,0,0,0,0,0,-1,0.5
fattoria.su,su,91,-1,-1,100,1,0,0,0,0,0,0,-1,0.1
successful-innovation.biz,biz,90,189714,2833,78.38,37,9,0,1,20,9,0,1,4
chattie.pro,pro,90,38216,760,-1,-1,0,0,0,0,0,-1,1,7.5
gains.systems,systems,90,18297,235,72.41,29,6,0,0,13,11,20,-1,3
coiner-ex.com,com,90,12467,932,100,7,4,0,1,3,0,0,1,96
raisepays.com,com,90,11378,934,8.33,12,2,1,1,1,3,198,1,31.2
it-invest.club,club,90,8968,244,100,1,0,0,0,0,0,0,0,1.24
trilliona.net,net,90,6136,133,75,4,749,198,1,10,1,0,1,1.5
bullinvmod.com,com,90,5300,32,87.5,16,1,0,0,7,6,0,0,1
bit-walker.com,com,90,2805,79,40,5,0,0,1,22,0,867,-1,100
bitselect.biz,biz,90,665,23,57.14,7,6,37,1,17,2,0,1,1.5
instantfruits.io,io,90,471,12,100,5,751,491,1,17,0,0,1,2
hourlytrust.biz,biz,90,60,3,100,3,668,0,1,0,0,0,1,35.76
smartmining.online,online,90,-1,-1,0,2,0,0,0,13,1,110,-1,1.2
craunt.com,com,90,-1,-1,0,2,0,0,0,0,0,49,1,14.4
go4cash.info,info,90,-1,-1,100,1,0,0,0,1,0,0,1,9
stbbanksolutions.tk,tk,90,-1,-1,-1,-1,8,3,0,0,0,-1,1,3
axeslp.com,com,90,-1,-1,100,1,0,0,1,16,0,0,0,15
clubinbusiness.online,online,90,-1,-1,100,1,27,13,1,0,0,0,1,134
cryptohunter.pw,pw,90,-1,-1,100,1,65,21,1,0,0,0,1,284
train-game.biz,biz,90,-1,-1,-1,-1,1,0,0,2,0,-1,-1,0.67
eaglebittrade.com,com,90,-1,-1,-1,-1,0,0,0,1,0,-1,-1,0.37
energycryptos.com,com,90,-1,-1,100,3,0,0,0,0,0,0,0,1.72
let2earn.com,com,90,-1,-1,100,1,0,0,0,3,0,0,1,3
forexsky.biz,biz,89,252438,3849,82.86,35,0,2,1,13,1,0,1,40
coinkdj.com,com,89,167926,7813,85.19,27,1,0,1,17,1,0,1,28.08
sportarb.com,com,89,76744,583,91.67,12,0,0,0,4,0,0,-1,60
wristfix.net,net,89,14850,736,100,1,0,0,0,0,0,0,1,5
realestateinv.biz,biz,89,11297,70,91.89,37,56,1,1,13,0,0,0,3
7profit.tech,tech,89,6145,111,0,8,752,519,1,10,1,193,1,0.7
houronline.biz,biz,89,1977,161,83.33,12,12,4,1,6,1,0,1,3.33
mineiro.io,io,89,966,3,100,3,5,0,1,6,1,0,-1,2.6
coinfinance.me,me,89,536,8,83.33,6,6,0,1,3,3,0,1,3
asia-trade.fund,fund,89,150,2,25,8,0,0,1,1,8,150,-1,1.8
siivl.com,com,89,10,1,0,4,0,0,1,7,2,40,-1,1
best-weapon.ru,ru,89,-1,-1,-1,-1,2,0,0,3,0,-1,-1,0.33
xonar-trade.com,com,89,-1,-1,100,1,0,0,0,1,0,0,1,2
xchmoney.com,com,89,-1,-1,-1,-1,0,0,1,2,0,-1,1,0.6
cryptohash.bid,bid,89,-1,-1,100,1,88,7,1,0,0,0,1,36
hashbtcminer.com,com,89,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1
hashter.io,io,89,-1,-1,-1,-1,1,0,0,0,0,-1,-1,777
forextechinc.com,com,89,-1,-1,100,2,0,0,0,0,0,0,1,1
forexheaven.biz,biz,89,-1,-1,-1,-1,0,0,0,0,0,-1,-1,2
asgbank.com,com,89,-1,-1,-1,-1,0,0,0,0,0,-1,0,2
kirkfelt.com,com,88,39543,246,83.33,6,8,1,1,17,1,0,1,7
spey.ltd,ltd,88,23935,39,100,1,0,0,0,0,0,0,0,1
1st-commerce.com,com,88,22761,352,100,9,9,0,1,18,1,0,1,10
bitcomaker.com,com,88,20830,210,38.1,21,1,26,1,17,2,297,1,12
billionaire.finance,finance,88,20632,83,71.43,7,2,0,0,10,2,99,1,1.4
dungmoney.com,com,88,8167,291,90,10,0,0,1,16,0,0,1,52.08
vascotrade.com,com,88,5149,148,100,1,0,0,0,3,0,0,1,1.07
strong-exp.biz,biz,88,840,19,100,1,0,0,0,4,0,0,1,10
bitreward.biz,biz,88,772,23,100,1,19,4,0,4,0,0,1,6
bitempire.biz,biz,88,80,1,100,1,0,0,0,3,0,0,1,5.04
fattoria-ff.ru,ru,88,-1,-1,-1,-1,1,0,0,1,0,-1,-1,-1
coruption-invest.pro,pro,88,-1,-1,-1,-1,1,0,1,1,0,-1,1,7
cryptogain-ltd.com,com,88,-1,-1,100,1,4,0,1,0,0,0,1,1.5
terios.fun,fun,88,-1,-1,100,1,55,6,1,0,0,0,1,128
nikotraders.com,com,88,-1,-1,-1,-1,0,0,0,0,0,-1,1,900
btccoins.cc,cc,88,-1,-1,-1,-1,0,0,0,0,0,-1,1,750
sonartrade.biz,biz,87,44119,1078,80,10,0,0,0,5,0,0,1,4
microvest.biz,biz,87,17902,229,71.43,7,747,190,1,12,4,0,1,2
true-chain.io,io,87,16839,71,85.71,7,0,0,1,5,3,0,1,1.7
depositcase.biz,biz,87,12550,282,76.92,39,6,0,1,13,7,0,0,2.2
atlanticbtc.com,com,87,3247,80,75,20,0,0,1,14,2,0,1,2.2
bkicoins.com,com,87,2709,140,83.33,12,16,5,1,7,1,50,1,39.6
minecloud.io,io,87,687,52,100,2,0,0,0,5,0,0,-1,2
investmetns-cpa.club,club,87,90,4,75,8,2,0,1,11,3,0,1,3
stakedmix.com,com,87,13,1,25,4,0,0,0,15,0,134,-1,0.49
britannia.pw,pw,87,-1,-1,100,1,0,0,0,0,0,0,0,1
imperial-system.io,io,87,-1,-1,-1,-1,0,0,1,0,2,-1,0,5
day2day.vip,vip,87,-1,-1,-1,-1,5,17,1,1,0,-1,1,4.5
btcprofits.cc,cc,87,-1,-1,100,1,6,6,1,2,0,0,1,800
btcoins.io,io,87,-1,-1,100,3,0,0,0,0,0,0,-1,3
instabtc.net,net,87,-1,-1,100,2,0,0,0,0,0,0,1,700
fxcointrade.com,com,87,-1,-1,100,1,0,0,0,0,0,0,1,1.7
bestbtcinvest.com,com,87,-1,-1,50,4,0,21,1,4,0,0,1,10
oil-uae.com,com,86,40435,521,100,3,0,0,0,0,0,0,1,3
lakelandgold.com,com,86,27516,172,89.19,37,0,0,0,17,8,0,1,2.2
hourgrows.com,com,86,7253,528,100,4,0,1,1,0,0,0,1,72
fastcapitaltrading.com,com,86,3785,14,100,3,0,8,1,18,0,0,1,3.3
pacific-insurance.biz,biz,86,2808,56,83.33,6,0,0,0,5,2,0,1,1.5
trust-invest.net,net,86,2784,12,83.33,6,3,0,1,7,7,0,0,0.6
fresh-legend.com,com,86,1410,15,100,1,0,0,0,4,0,0,1,5
hourvv.io,io,86,1000,45,100,4,2,1,1,0,0,0,1,3.33
ethup.io,io,86,649,8,80,5,0,0,1,11,0,49,-1,1
bitleex.com,com,86,10,1,0,4,0,0,0,5,4,0,-1,2.14
altneuro.com,com,86,-1,-1,0,1,1,0,0,1,1,0,0,1.5
playinfinity.org,org,86,-1,-1,100,1,0,1,1,11,0,0,-1,-1
natwestinv.com,com,86,-1,-1,100,1,36,8,1,4,0,0,1,72
tikiprofit.com,com,86,-1,-1,-1,-1,0,0,0,5,0,-1,-1,-1
bitworldinvest.trade,trade,86,-1,-1,100,1,234,68,1,0,0,0,1,128
bitrefix.trade,trade,86,-1,-1,100,1,111,37,1,0,0,0,1,5.6
liniya-zhizni.online,online,86,-1,-1,-1,-1,1,0,0,1,0,-1,-1,-1
codeminerslp.com,com,86,-1,-1,100,2,10,0,1,0,0,0,1,0.48
cryptosource.trade,trade,86,-1,-1,100,4,0,0,0,0,0,0,-1,2.5
gb-forex.com,com,86,-1,-1,100,1,0,0,0,0,0,0,0,1
jsrenthouse.com,com,85,176062,3082,76.92,13,1,0,0,8,0,0,-1,0.43
allhourspay.com,com,85,169995,7416,53.13,32,7,0,1,13,1,186,1,26.4
maximumhyip.com,com,85,34925,50,84.21,19,1,0,0,14,0,0,1,95
vizzgo.com,com,85,25613,169,33.33,24,0,0,1,31,10,2,1,3.5
investreactor.com,com,85,15021,167,79.17,24,0,0,0,18,0,0,-1,2
biteconomy.biz,biz,85,8882,604,89.47,19,10,0,1,9,0,0,1,26.88
leckerbit.com,com,85,7635,178,90.91,11,748,277,1,15,3,0,1,1.28
onixventure.com,com,85,7446,118,87.5,8,749,152,1,11,3,0,1,1.8
hourlygas.com,com,85,6122,502,100,4,0,0,0,0,0,0,1,5.33
geniuscryptofund.com,com,85,4136,95,100,3,753,156,1,5,0,0,1,1.5
cloakinvest.com,com,85,246,5,85.71,7,0,0,1,16,5,0,1,0.88
gapinvest.biz,biz,85,50,1,100,1,0,0,0,7,0,0,-1,0.57
hourly-tokens.com,com,85,40,3,100,2,13,0,1,3,0,0,1,48
peer2coin.com,com,85,10,1,100,2,12,0,1,3,0,0,1,72
dfsystem.io,io,85,-1,-1,0,3,0,1,0,0,1,275,-1,3.57
quckstart.fun,fun,85,-1,-1,-1,-1,0,0,0,1,0,-1,-1,1.8
seabank.biz,biz,85,-1,-1,60,5,2,0,1,0,0,0,1,3.5
contractus.top,top,85,-1,-1,-1,-1,1,0,1,1,0,-1,-1,2.5
coinstreak.bid,bid,85,-1,-1,100,1,147,20,1,0,0,0,1,116
bitcrew.cc,cc,85,-1,-1,-1,-1,1,1,0,0,0,-1,-1,9
blockcoinvest.com,com,85,-1,-1,-1,-1,657,0,1,0,0,-1,1,55
700percent.com,com,85,-1,-1,100,3,0,0,1,0,0,0,1,600
watchyourbitcoinsgrow.com,com,85,-1,-1,100,2,0,0,0,0,0,0,1,30
teramine.eu,eu,85,-1,-1,100,2,0,0,0,0,0,0,0,0.25
wminers.com,com,85,-1,-1,100,1,0,0,0,5,0,0,-1,1.2
bitcy.biz,biz,84,475860,1128,100,6,6,0,1,4,1,0,-1,2.3
stableon.biz,biz,84,65618,875,68.75,32,2,8,1,16,6,0,0,2.1
coinevolution.biz,biz,84,38729,516,75,20,725,0,1,6,3,0,1,2.1
sport-trades.net,net,84,17849,294,83.33,6,0,0,0,9,0,0,-1,2
bitcoins4ever.io,io,84,10240,100,71.43,21,0,0,0,13,5,99,-1,-1
bitetalon.com,com,84,2020,40,100,7,757,108,1,9,1,0,1,2.1
aliforex.biz,biz,84,1270,52,86.67,15,10,10,1,12,0,0,1,1.5
vavilon.top,top,84,785,31,75,8,0,0,0,4,0,0,1,3
vimaxe.com,com,84,763,42,100,3,725,0,1,3,0,0,1,12
coxonoil.com,com,84,173,12,100,3,0,0,0,5,0,0,1,1.8
otenga.com,com,84,90,8,87.5,16,0,0,0,9,0,0,1,5
houserent.fun,fun,84,50,1,100,2,15,1,0,1,0,0,-1,0.83
rasbuild.com,com,84,20,1,100,1,758,67,1,0,0,0,1,0.3
gocdn.best,best,84,-1,-1,0,1,0,0,0,0,0,0,-1,1
world-traders.pro,pro,84,-1,-1,100,1,1,0,1,0,0,0,0,1.1
btcoinstock.com,com,84,-1,-1,66.67,3,0,6,1,0,0,0,1,1
miningzones.com,com,84,-1,-1,-1,-1,0,0,1,0,0,-1,0,5
farmmoneys.com,com,84,-1,-1,100,1,2,0,0,1,0,0,-1,-1
golden-sky.su,su,84,-1,-1,100,1,0,0,0,0,0,0,1,50
bitcoininvestclub.com,com,83,324268,4407,86.67,15,0,0,0,11,0,0,1,4
respectativa.com,com,83,71296,694,83.33,6,0,0,0,5,0,0,1,10
nettachain.com,com,83,44126,549,72.73,33,18,0,1,19,6,0,1,4.7
crypto-venus.com,com,83,17541,354,0,1,8,4,1,6,0,49,1,15
thron.capital,capital,83,3419,70,86.67,15,747,192,1,15,2,0,1,2.1
dollardevice.net,net,83,2088,21,100,2,1,0,0,7,0,0,0,1
allaco.tech,tech,83,165,13,100,5,1,0,1,6,2,0,1,0.8
monado.trade,trade,83,-1,-1,100,1,155,29,1,0,0,0,1,122
chaynzy.pw,pw,83,-1,-1,100,1,88,8,1,0,0,0,1,36
goldentrading.pw,pw,83,-1,-1,100,1,63,17,1,0,0,0,1,158
coinsprofit.trade,trade,83,-1,-1,100,1,78,25,1,0,0,0,1,128
imfloansupport.com,com,83,-1,-1,100,1,0,0,0,0,0,0,1,100
frs-project.com,com,83,-1,-1,-1,-1,0,0,0,1,1,-1,-1,-1
perfectplans.net,net,83,-1,-1,100,1,0,0,0,0,0,0,1,3.6
hoursclub.biz,biz,82,283109,10455,82.61,23,1,4,1,12,2,0,1,25.92
icorpex.com,com,82,23855,149,71.43,21,1,0,0,10,9,348,1,1
arma-medical.bio,bio,82,18581,305,100,2,0,0,0,4,0,0,1,1.05
palladio-stone.com,com,82,14527,326,83.33,6,0,0,0,7,0,0,-1,1
legendary-father.com,com,82,13833,395,100,1,0,0,0,3,0,0,1,6
newlife-capital.com,com,82,10394,289,88,25,0,0,1,15,8,0,1,2
coinlens.biz,biz,82,9051,71,71.43,7,755,148,1,12,1,0,1,3
buisgain.com,com,82,7148,207,76.92,13,4,0,1,17,6,0,1,4.5
elexbank.com,com,82,6298,158,100,1,0,0,0,3,0,0,1,0.7
extraction.online,online,82,4112,87,77.78,9,0,0,0,4,3,0,1,9.5
phero-mania.com,com,82,2663,140,100,1,1,0,0,3,0,0,1,2.86
geobitarb.com,com,82,1084,26,100,1,0,0,0,3,0,0,1,12
coal-mine.io,io,82,20,2,-1,-1,0,0,0,0,0,-1,-1,7.4
aii-lp.com,com,82,-1,-1,0,2,3,3,1,9,0,20,1,1.5
btcdominate.com,com,82,-1,-1,-1,-1,1,0,1,1,0,-1,1,4.8
advolix.icu,icu,82,-1,-1,100,1,234,43,1,0,0,0,1,128
hashearn.biz,biz,82,-1,-1,100,1,10,0,1,0,0,0,1,0.48
oilarklimited.com,com,82,-1,-1,100,2,0,0,0,0,0,0,1,1
overhash.com,com,82,-1,-1,100,1,0,0,0,0,0,0,-1,1
barrel.company,company,81,106844,966,86.67,45,0,0,0,19,17,0,-1,10
humascan.com,com,81,28501,320,78.57,14,749,155,1,16,4,0,1,12
bets4you.biz,biz,81,5292,118,84.38,32,5,1,1,18,2,15,-1,2.86
africanprospectors.com,com,81,4838,60,100,1,0,0,0,0,0,0,0,0.73
exglobal.net,net,81,4296,55,88.89,9,1,0,1,7,1,0,1,2.2
wchouses.org,org,81,3322,21,66.67,15,1,0,0,18,12,0,1,0.8
coinbit-fund.com,com,81,2822,46,53.33,15,3,0,1,13,14,50,1,5.7
unity-reserve.com,com,81,2209,17,66.67,3,0,0,0,6,0,0,-1,0.2
active.loans,loans,81,1905,56,100,1,0,0,0,4,0,0,1,0.55
smart-funds.online,online,81,140,10,100,4,753,227,1,2,0,0,1,70.8
mining-2019.com,com,81,85,6,100,6,9,22,1,0,0,0,1,24
livemoney.biz,biz,81,40,4,100,1,0,0,0,1,0,0,1,9
crypto-mmm.com,com,81,-1,-1,-1,-1,0,0,0,1,1,-1,1,10
economic-game-gladiators.store,store,81,-1,-1,0,1,0,0,0,1,1,0,-1,2.05
crowd-place.com,com,81,-1,-1,66.67,3,0,0,0,0,2,25,1,0.6
cappersclub.online,online,81,-1,-1,100,2,0,1,1,1,2,0,0,0.7
flizater.com,com,81,-1,-1,100,1,0,0,0,1,1,0,-1,1.5
tristoneinvest.com,com,81,-1,-1,100,1,100,25,1,4,0,0,1,90.48
bigtradecar.icu,icu,81,-1,-1,100,1,69,10,1,0,0,0,1,15.2
cresttoken.bid,bid,81,-1,-1,100,1,147,20,1,0,0,0,1,116
minefund.trade,trade,81,-1,-1,100,1,111,36,1,0,0,0,1,5.6
germes.bid,bid,81,-1,-1,100,1,234,71,1,0,0,0,1,128
wsinvest.trade,trade,81,-1,-1,100,1,55,7,1,0,0,0,1,128
wincore-city-fund-investment.business.site,business,81,-1,-1,-1,-1,0,0,0,0,0,-1,-1,10
cryptoexchangers.com,com,81,-1,-1,100,1,0,0,0,0,0,0,-1,2.2
starkcoins.com,com,80,98808,4427,77.78,18,8,8,1,18,0,0,1,28.8
tokenizer.biz,biz,80,81266,173,100,8,0,0,0,14,8,0,-1,5
globalcryptofinance.com,com,80,21599,222,100,8,758,86,1,12,0,0,1,5
bitcoin5.io,io,80,18452,215,66.67,3,0,0,0,0,0,0,-1,1
omvisfinance.com,com,80,13256,122,100,6,749,267,1,11,0,0,1,0.5
coingital.biz,biz,80,6699,52,66.67,3,0,0,0,0,0,0,-1,0.7
venox.ltd,ltd,80,5319,170,85.71,7,0,0,1,18,1,0,1,1.5
coinartfusion.com,com,80,1630,53,85.71,7,0,0,0,5,0,0,-1,2.1
sbrd.pro,pro,80,924,5,100,2,658,0,1,0,0,0,1,1
mutualhash.com,com,80,874,7,100,1,0,3,1,9,0,0,-1,10
marsmining.net,net,80,428,37,66.67,3,1,0,1,0,0,49,1,25.92
bitraders.club,club,80,240,7,100,6,753,541,1,9,0,0,1,1
myadsfactory.com,com,80,180,12,0,1,0,0,0,7,0,70,1,4
mmc-club.pw,pw,80,-1,-1,66.67,3,1,2,1,1,0,0,0,0.7
gvgbank.bid,bid,80,-1,-1,100,1,134,34,1,0,0,0,1,92
sanfunds.bid,bid,80,-1,-1,100,1,100,24,1,0,0,0,1,152
cakeruler.icu,icu,80,-1,-1,100,1,18,9,1,0,0,0,1,48.9
german-experts.biz,biz,80,-1,-1,100,1,0,0,0,0,0,0,-1,0.3
sportpay.biz,biz,79,12569,199,66.67,3,0,0,0,5,0,0,1,1
invexic.net,net,79,7343,41,86.21,29,18,1,1,12,0,0,-1,3
nexiofund.com,com,79,7273,170,84,25,56,0,1,18,0,0,1,2
edsua.com,com,79,5472,454,100,5,0,0,0,5,0,0,1,4.8
synergists-ltd.com,com,79,5090,40,85.71,7,6,1,1,9,3,0,0,2
avlla.com,com,79,4332,181,100,1,0,0,0,0,0,0,1,10
modee.biz,biz,79,2742,53,80,5,750,225,1,3,1,0,1,1
basedep.com,com,79,1455,32,100,10,3,0,1,10,2,0,1,1.5
metizer.com,com,79,1038,31,100,1,0,0,0,0,0,0,-1,2
fxprimex.com,com,79,590,4,100,7,0,0,0,2,0,0,-1,-1
sanzomedical.com,com,79,299,11,-1,-1,0,0,1,0,0,-1,1,4.5
investlister.com,com,79,10,1,95,20,5,0,1,8,0,0,-1,3.57
golden-farm24.ru,ru,79,3,2,100,1,0,1,0,13,0,0,-1,0.67
micfincrypt.com,com,79,-1,-1,66.67,3,0,0,1,7,2,0,1,15.6
nitprofit.com,com,79,-1,-1,73.68,19,749,155,1,12,0,0,-1,2.05
btcminingworld.club,club,79,-1,-1,100,1,33,4,1,0,0,0,1,81.6
professionalinvestplan.com,com,79,-1,-1,100,1,0,0,0,0,0,0,1,30
crypto-trust.biz,biz,78,325684,2127,40,35,3,0,1,22,9,836,1,4
digitalbit.biz,biz,78,137641,1037,82.35,17,0,0,0,11,0,0,0,2.2
confidetrade.com,com,78,9482,578,84.62,13,0,0,0,7,0,0,1,34.56
suncoinz.com,com,78,7634,93,100,7,0,0,0,11,0,0,1,0.6
c-zero.online,online,78,5768,100,100,3,0,0,1,3,0,0,1,3
phenixbit.com,com,78,4304,27,100,1,0,0,0,0,0,0,-1,10
earn-modern.com,com,78,1314,25,100,9,1,54,0,13,0,0,1,57.6
realtrading.pro,pro,78,1150,27,85.71,7,0,0,0,5,0,0,1,1
equomoney.com,com,78,258,19,66.67,3,0,0,0,4,0,0,1,20
cryptostocks.biz,biz,78,10,1,50,4,0,0,0,4,0,0,1,2.5
auroravision.me,me,78,-1,-1,0,1,0,0,0,0,1,0,1,2.16
verta-pro.com,com,78,-1,-1,50,2,0,0,0,10,4,0,0,0.57
dispaers.bid,bid,78,-1,-1,100,1,234,46,1,0,0,0,1,146
respectinvestment.pw,pw,78,-1,-1,100,1,65,23,1,0,0,0,1,10.4
bitwise.pro,pro,78,-1,-1,100,1,99,11,1,0,0,0,1,158
ico-advance.online,online,78,-1,-1,100,1,4,0,1,1,1,0,1,3.6
yachtshippingltd.com,com,78,-1,-1,66.67,3,0,0,1,0,0,0,1,1
investpoker.cc,cc,78,-1,-1,100,1,52,0,1,0,0,0,1,800
agrobyte.com,com,78,-1,-1,100,1,0,0,0,11,0,0,1,48
hendrixcapital.com,com,78,-1,-1,100,1,0,0,0,0,0,0,-1,1
bitluna.org,org,77,27670,127,80,5,0,0,0,4,0,0,-1,2.5
avelon.cc,cc,77,23774,336,83.33,30,1,2,0,21,8,298,-1,2
apexinvestcenter.com,com,77,23305,534,85.71,14,0,0,0,11,0,0,-1,3
